16.78,-0.88,19.427036,-99.132652,-3.5,-4.38,-5.26,-6.13,-7.01,-7.88,-8.76,-9.63,-10.51,1,19.508636,-99.316232
16.87,-0.87,19.427045,-99.132644,-3.47,-4.34,-5.2,-6.07,-6.94,-7.81,-8.67,-9.54,-10.41,1,19.508636,-99.316232
16.97,-0.86,19.427055,-99.132637,-3.43,-4.29,-5.15,-6.01,-6.87,-7.73,-8.59,-9.44,-10.3,1,19.508636,-99.316232
17.06,-0.85,19.427064,-99.132629,-3.4,-4.25,-5.1,-5.95,-6.8,-7.65,-8.49,-9.34,-10.19,1,19.508636,-99.316232
17.15,-0.84,19.427074,-99.132621,-3.36,-4.2,-5.04,-5.88,-6.72,-7.56,-8.4,-9.24,-10.08,1,19.508636,-99.316232
17.24,-0.83,19.427083,-99.132614,-3.32,-4.15,-4.98,-5.81,-6.64,-7.47,-8.31,-9.14,-9.97,1,19.508636,-99.316232
17.33,-0.82,19.427093,-99.132606,-3.28,-4.1,-4.92,-5.74,-6.57,-7.39,-8.21,-9.03,-9.85,1,19.508636,-99.316232
17.43,-0.81,19.427103,-99.132598,-3.24,-4.05,-4.86,-5.67,-6.48,-7.3,-8.11,-8.92,-9.73,1,19.508636,-99.316232
17.52,-0.8,19.427112,-99.132591,-3.2,-4,-4.8,-5.6,-6.4,-7.2,-8,-8.8,-9.6,1,19.508636,-99.316232
17.61,-0.79,19.427122,-99.132583,-3.16,-3.95,-4.74,-5.53,-6.32,-7.11,-7.9,-8.69,-9.48,1,19.508636,-99.316232
17.70,-0.78,19.427131,-99.132575,-3.12,-3.89,-4.67,-5.45,-6.23,-7.01,-7.79,-8.57,-9.35,1,19.508636,-99.316232
17.79,-0.77,19.427141,-99.132568,-3.07,-3.84,-4.61,-5.37,-6.14,-6.91,-7.68,-8.45,-9.21,1,19.508636,-99.316232
17.88,-0.76,19.42715,-99.13256,-3.03,-3.78,-4.54,-5.3,-6.05,-6.81,-7.57,-8.32,-9.08,1,19.508636,-99.316232
17.98,-0.74,19.42716,-99.132553,-2.98,-3.72,-4.47,-5.21,-5.96,-6.7,-7.45,-8.19,-8.94,1,19.508636,-99.316232
18.07,-0.73,19.427169,-99.132545,-2.93,-3.67,-4.4,-5.13,-5.87,-6.6,-7.33,-8.07,-8.8,1,19.508636,-99.316232
18.16,-0.72,19.427179,-99.132537,-2.89,-3.61,-4.33,-5.05,-5.77,-6.49,-7.21,-7.93,-8.66,1,19.508636,-99.316232
18.25,-0.71,19.427188,-99.13253,-2.84,-3.55,-4.25,-4.96,-5.67,-6.38,-7.09,-7.8,-8.51,1,19.508636,-99.316232
18.34,-0.7,19.427198,-99.132522,-2.79,-3.48,-4.18,-4.88,-5.57,-6.27,-6.97,-7.66,-8.36,1,19.508636,-99.316232
18.43,-0.68,19.427207,-99.132514,-2.74,-3.42,-4.1,-4.79,-5.47,-6.16,-6.84,-7.52,-8.21,1,19.508636,-99.316232
18.52,-0.67,19.427217,-99.132507,-2.68,-3.36,-4.03,-4.7,-5.37,-6.04,-6.71,-7.38,-8.05,1,19.508636,-99.316232
18.62,-0.66,19.427227,-99.132499,-2.63,-3.29,-3.95,-4.61,-5.27,-5.92,-6.58,-7.24,-7.9,1,19.508636,-99.316232
18.71,-0.64,19.427236,-99.132492,-2.58,-3.22,-3.87,-4.51,-5.16,-5.8,-6.45,-7.09,-7.74,1,19.508636,-99.316232
18.80,-0.63,19.427246,-99.132484,-2.53,-3.16,-3.79,-4.42,-5.05,-5.68,-6.32,-6.95,-7.58,1,19.508636,-99.316232
18.89,-0.62,19.427255,-99.132476,-2.47,-3.09,-3.71,-4.33,-4.94,-5.56,-6.18,-6.8,-7.41,1,19.508636,-99.316232
18.98,-0.6,19.427265,-99.132469,-2.42,-3.02,-3.62,-4.23,-4.83,-5.44,-6.04,-6.65,-7.25,1,19.508636,-99.316232
19.07,-0.59,19.427274,-99.132461,-2.36,-2.95,-3.54,-4.13,-4.72,-5.31,-5.9,-6.49,-7.08,1,19.508636,-99.316232
19.17,-0.58,19.427284,-99.132453,-2.3,-2.88,-3.46,-4.03,-4.61,-5.18,-5.76,-6.34,-6.91,1,19.508636,-99.316232
19.26,-0.56,19.427293,-99.132446,-2.25,-2.81,-3.37,-3.93,-4.49,-5.05,-5.62,-6.18,-6.74,1,19.508636,-99.316232
